"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN","date"
"Texas",336.58,7830,233.28,8005,NA,1103,2014-11-07
"Utah",290.99,906,237.52,989,NA,58,2014-11-07
"Vermont",372.57,345,311.6,343,NA,31,2014-11-07
"Virginia",367.09,3308,293.37,2886,NA,268,2014-11-07
"Washington",233.26,3173,189.75,3341,NA,147,2014-11-07
"West Virginia",356.61,523,219.53,512,NA,58,2014-11-07
"Wisconsin",351.37,2127,272.87,2055,NA,158,2014-11-07
"Wyoming",326.51,122,354.16,179,NA,12,2014-11-07
"Alabama",339.23,1501,205.66,1409,NA,180,2014-12-07
"Alaska",303.22,347,270.92,461,NA,37,2014-12-07
"Arizona",299.69,2578,209.88,2352,NA,300,2014-12-07
"Arkansas",343.27,828,206.71,811,NA,143,2014-12-07
"California",244.22,16201,190.14,18618,NA,1068,2014-12-07
"Colorado",243.78,3075,195.65,2770,NA,175,2014-12-07
"Connecticut",338.05,1799,268.16,1999,NA,120,2014-12-07
"Delaware",363.62,480,234.74,420,NA,40,2014-12-07
"District of Columbia",348.43,644,282.33,566,NA,49,2014-12-07
"Florida",301.95,9174,217.37,7950,NA,680,2014-12-07
"Georgia",324.29,4329,217.48,3361,NA,303,2014-12-07
"Hawaii",307.47,444,265.34,501,NA,29,2014-12-07
"Idaho",275.06,436,245.01,659,NA,35,2014-12-07
"Illinois",354.58,5489,282.99,5363,NA,438,2014-12-07
"Indiana",332.61,2336,213.63,2188,NA,322,2014-12-07
"Iowa",365.15,960,288.99,1011,NA,118,2014-12-07
"Kansas",350.34,1133,261.3,970,NA,137,2014-12-07
"Kentucky",338.89,1453,173.74,1458,NA,178,2014-12-07
"Louisiana",363.07,1481,241.06,1317,NA,310,2014-12-07
"Maine",313.83,603,235.49,645,NA,61,2014-12-07
"Montana",265.8,723,241.29,363,NA,32,2014-12-07
"Nebraska",337.86,685,246.91,705,NA,75,2014-12-07
"Nevada",266.7,1211,227.38,1385,NA,78,2014-12-07
"New Hampshire",354.98,581,289.93,642,NA,51,2014-12-07
"New Jersey",345.91,3007,286.89,4082,NA,253,2014-12-07
"New Mexico",288.52,777,215.69,644,NA,66,2014-12-07
"New York",344.88,7689,263.85,8491,NA,611,2014-12-07
"North Carolina",346.18,3991,245.83,2951,NA,308,2014-12-07
"North Dakota",396.9,205,345.93,313,NA,23,2014-12-07
"Ohio",333.02,4147,218.49,4162,NA,538,2014-12-07
"Oklahoma",355.27,1080,236.97,1041,NA,189,2014-12-07
"Oregon",206.68,2142,181,1967,NA,91,2014-12-07
"Maryland",366.77,2797,255.44,2388,NA,192,2014-12-07
"Massachusetts",347.21,3928,286.59,3684,NA,282,2014-12-07
"Michigan",289.31,3924,270.59,3632,NA,291,2014-12-07
"Minnesota",352.62,2310,273.61,2399,NA,124,2014-12-07
"Mississippi",335.99,590,148.85,529,NA,140,2014-12-07
"Missouri",352.76,2168,245.51,2054,NA,291,2014-12-07
"Pennsylvania",363.77,5406,269.17,4838,NA,496,2014-12-07
"Rhode Island",317.31,710,260.26,545,NA,46,2014-12-07
"South Carolina",338.47,1643,205.45,1369,NA,161,2014-12-07
"South Dakota",356.93,217,348.61,251,NA,25,2014-12-07
"Tennessee",349.18,2185,225.72,1854,NA,214,2014-12-07
"Texas",335.14,8046,233.1,8323,NA,1131,2014-12-07
"Utah",291.22,940,237.82,1022,NA,60,2014-12-07
"Vermont",371.53,352,309.72,356,NA,32,2014-12-07
"Virginia",365.43,3408,292.63,2997,NA,281,2014-12-07
"Washington",233.51,3273,189.1,3477,NA,156,2014-12-07
"West Virginia",358.03,541,220.37,527,NA,59,2014-12-07
"Wisconsin",351.08,2190,274.06,2131,NA,165,2014-12-07
"Wyoming",326.84,126,355.06,187,NA,12,2014-12-07
"Alabama",340.27,1057,199.43,946,148.48,124,2014-01-08
"Alaska",289.08,256,262.5,303,388.58,26,2014-01-08
"Arizona",303.49,1955,210.02,1640,198.06,223,2014-01-08
"Arkansas",361.27,583,184.96,550,125.22,115,2014-01-08
"California",248.63,12243,193.53,12955,192.91,784,2014-01-08
"Colorado",236.63,2202,197.75,1799,213.49,132,2014-01-08
"Connecticut",347.31,1304,274.75,1336,257.36,91,2014-01-08
"Delaware",373.18,350,225.68,275,199.88,34,2014-01-08
"District of Columbia",352.05,444,295.68,350,211.38,40,2014-01-08
"Florida",306.06,6573,220.08,5285,157.75,519,2014-01-08
"Georgia",332.21,3133,214.19,2297,154.94,232,2014-01-08
"Hawaii",310.89,330,270.63,353,160.46,25,2014-01-08
"Idaho",276.45,316,257.15,448,126.23,21,2014-01-08
"Illinois",359.73,4049,287.63,3677,181.12,334,2014-01-08
"Indiana",336.82,1684,206.73,1465,153.12,252,2014-01-08
"Iowa",371.76,703,292.59,659,252.24,103,2014-01-08
"Kansas",354.17,844,261.41,637,124.27,109,2014-01-08
"Kentucky",337.88,1022,182.27,995,120.32,134,2014-01-08
"Louisiana",377.73,1082,243.49,872,153.49,225,2014-01-08
"Maine",321.31,454,261.44,431,214.8,52,2014-01-08
"Montana",279.44,589,257.91,262,734.65,22,2014-01-08
"Nebraska",352.33,514,248.28,514,142.99,62,2014-01-08
"Nevada",270.44,912,219.44,939,231.08,61,2014-01-08
"New Hampshire",366.22,428,289.29,444,561.05,38,2014-01-08
"New Jersey",355.2,2271,294.08,2831,231.34,189,2014-01-08
"New Mexico",293.68,572,216.79,435,63.7,42,2014-01-08
"New York",351.95,5875,269.11,5890,189.67,488,2014-01-08
"North Carolina",355.51,2818,247.3,1931,152.45,230,2014-01-08
"North Dakota",412.86,140,360.77,203,269.55,13,2014-01-08
"Ohio",336.2,3082,213.61,2848,168.38,402,2014-01-08
"Oklahoma",364.52,763,228.91,677,121.28,132,2014-01-08
"Oregon",213.25,1629,188.76,1343,172.89,62,2014-01-08
"Maryland",380.12,1992,247.36,1568,196.11,153,2014-01-08
"Massachusetts",354.42,2906,297.08,2489,218.19,222,2014-01-08
"Michigan",299.31,3075,277.46,2555,228.6,232,2014-01-08
"Minnesota",371.07,1732,279.61,1559,183.29,101,2014-01-08
"Mississippi",340.41,415,150.79,353,138.48,97,2014-01-08
"Missouri",371.25,1571,242.34,1303,151.66,208,2014-01-08
"Pennsylvania",372.67,3869,266.96,3253,193.56,368,2014-01-08
"Rhode Island",334.4,535,261.03,362,207.93,33,2014-01-08
"South Carolina",348.84,1158,202.41,910,176.45,120,2014-01-08
"South Dakota",386.67,164,364.98,168,125.68,20,2014-01-08
"Tennessee",359.19,1569,225.16,1236,199.5,148,2014-01-08
"Texas",343.11,6058,235.8,5692,142.39,858,2014-01-08
"Utah",291.92,696,233.58,679,169.84,42,2014-01-08
"Vermont",379.92,280,323.5,228,187.64,25,2014-01-08
"Virginia",373.89,2509,288.05,1984,224.13,204,2014-01-08
"Washington",235.9,2370,192.26,2373,149.69,109,2014-01-08
"West Virginia",361.22,354,196.83,373,158.25,40,2014-01-08
"Wisconsin",358.48,1640,269.1,1390,229.03,129,2014-01-08
"Wyoming",354.03,94,378.95,134,161.3,11,2014-01-08
"Alabama",336.76,1549,209.16,1472,NA,183,2015-01-08
"Alaska",303.07,351,270.36,480,NA,37,2015-01-08
"Arizona",298.24,2654,209.07,2457,NA,308,2015-01-08
"Arkansas",341.64,852,208.3,847,NA,146,2015-01-08
"California",243.79,16592,189.26,19296,NA,1104,2015-01-08
"Colorado",243.39,3167,195.48,2909,NA,183,2015-01-08
"Connecticut",336.54,1844,268.23,2086,NA,129,2015-01-08
"Delaware",363.83,493,234.57,434,NA,42,2015-01-08
"District of Columbia",348.42,662,281.63,587,NA,49,2015-01-08
"Florida",300.86,9433,216.75,8234,NA,700,2015-01-08
"Georgia",323.97,4461,217.49,3500,NA,306,2015-01-08
"Hawaii",307.46,456,262.14,529,NA,30,2015-01-08
"Idaho",275.45,454,244.79,679,NA,36,2015-01-08
"Illinois",353.5,5669,282.78,5557,NA,455,2015-01-08
"Indiana",332.51,2399,215.01,2273,NA,327,2015-01-08
"Iowa",365.24,978,289.14,1056,NA,122,2015-01-08
"Kansas",349.76,1168,259.97,1012,NA,138,2015-01-08
"Kentucky",339.14,1500,182.21,1521,NA,180,2015-01-08
"Louisiana",361.83,1530,241.36,1360,NA,322,2015-01-08
"Maine",312.31,623,234.94,661,NA,62,2015-01-08
"Montana",265.51,739,246.66,372,NA,32,2015-01-08
"Nebraska",335.5,696,245.88,731,NA,76,2015-01-08
"Nevada",265.3,1248,226.2,1438,NA,78,2015-01-08
"New Hampshire",353.8,603,289.61,662,NA,51,2015-01-08
"New Jersey",345.29,3073,286.3,4239,NA,258,2015-01-08
"New Mexico",288.43,809,219.29,670,NA,68,2015-01-08
"New York",343.81,7883,263.53,8787,NA,619,2015-01-08
"North Carolina",345.25,4135,245.81,3061,NA,319,2015-01-08
"North Dakota",393.94,213,338.21,329,NA,23,2015-01-08
"Ohio",332.38,4274,219.16,4309,NA,552,2015-01-08
"Oklahoma",353.45,1126,238.32,1078,NA,197,2015-01-08
"Oregon",205.57,2199,180.99,2034,NA,97,2015-01-08
"Maryland",365.87,2882,256.01,2488,NA,193,2015-01-08
"Massachusetts",345.42,4021,285.3,3817,NA,289,2015-01-08
"Michigan",287.77,4012,270.35,3756,NA,298,2015-01-08
"Minnesota",351.09,2383,272.66,2489,NA,129,2015-01-08
"Mississippi",335.37,615,151.61,553,NA,144,2015-01-08
"Missouri",351.57,2231,245.43,2127,NA,301,2015-01-08
"Pennsylvania",362.81,5566,269.23,5019,NA,508,2015-01-08
"Rhode Island",317.06,723,259.51,565,NA,47,2015-01-08
"South Carolina",337.09,1702,205.51,1422,NA,164,2015-01-08
"South Dakota",358.24,223,348.81,256,NA,25,2015-01-08
"Tennessee",347.72,2251,225.54,1933,NA,223,2015-01-08
"Texas",334,8304,233.2,8655,NA,1152,2015-01-08
"Utah",290.16,964,237.41,1069,NA,62,2015-01-08
"Vermont",370.66,361,308.57,370,NA,32,2015-01-08
"Virginia",364.77,3535,291.85,3122,NA,288,2015-01-08
"Washington",233.03,3362,189.91,3594,NA,160,2015-01-08
"West Virginia",357.98,557,225.52,551,NA,60,2015-01-08
"Wisconsin",350.7,2255,272.54,2238,NA,167,2015-01-08
"Wyoming",320.39,133,351.58,199,NA,12,2015-01-08
"Alabama",340.3,1110,200.93,998,152.02,129,2014-02-08
"Alaska",285.81,271,254.28,316,388.58,26,2014-02-08
"Arizona",303.33,2034,210.4,1722,195.85,232,2014-02-08
"Arkansas",358.4,609,182.92,578,128.14,121,2014-02-08
"California",248.37,12688,192.92,13550,191.14,812,2014-02-08
"Colorado",237.29,2333,198.19,1923,223.6,139,2014-02-08
"Connecticut",346.8,1361,274.1,1408,252.31,95,2014-02-08
"Delaware",373.41,366,226.97,286,199.89,35,2014-02-08
"District of Columbia",349.92,464,293.64,375,208.53,41,2014-02-08
"Florida",305.7,6920,219.97,5597,154.33,535,2014-02-08
"Georgia",332.35,3270,214.45,2398,153.61,236,2014-02-08
"Hawaii",308.15,341,272.51,372,167.62,27,2014-02-08
"Idaho",276.08,329,257.88,472,133.75,22,2014-02-08
"Illinois",356.23,4253,287.73,3844,176.42,358,2014-02-08
"Indiana",335.46,1769,208.72,1540,161.26,258,2014-02-08
"Iowa",371.16,730,292.89,690,249.95,106,2014-02-08
"Kansas",354.41,870,260.48,676,113.7,111,2014-02-08
"Kentucky",339.18,1066,181.33,1037,124.52,141,2014-02-08
"Louisiana",373.94,1144,242.59,926,149.14,241,2014-02-08
"Maine",320.45,474,259.23,458,214.8,52,2014-02-08
"Montana",270.27,604,251.88,278,734.65,22,2014-02-08
"Nebraska",349.02,537,249.21,537,142.51,63,2014-02-08
"Nevada",270.04,942,219.08,980,252.49,63,2014-02-08
"New Hampshire",376.43,455,289.12,475,550.95,40,2014-02-08
"New Jersey",354.55,2342,292.45,2964,232.29,202,2014-02-08
"New Mexico",293.33,590,205.83,457,63.7,42,2014-02-08
"New York",351.44,6112,268.49,6174,189.91,500,2014-02-08
"North Carolina",355.62,2950,247.47,2019,150.59,238,2014-02-08
"North Dakota",409.97,146,335.69,218,363.11,16,2014-02-08
"Ohio",336.41,3213,213.65,2996,166.95,417,2014-02-08
"Oklahoma",364.34,800,228.03,721,120.16,136,2014-02-08
"Oregon",212.17,1688,188.96,1400,172.23,66,2014-02-08
"Maryland",380.54,2091,250.34,1660,193.74,155,2014-02-08
"Massachusetts",352.7,3022,296.83,2604,221.93,228,2014-02-08
"Michigan",297.74,3183,276.02,2676,226.58,235,2014-02-08
"Minnesota",369.77,1795,278.62,1647,181.28,103,2014-02-08
"Mississippi",339.19,435,148.86,375,142.33,107,2014-02-08
"Missouri",367.11,1647,241.41,1376,150,215,2014-02-08
"Pennsylvania",371.05,4080,266.48,3445,191.47,388,2014-02-08
"Rhode Island",332.73,553,260.24,380,201.75,34,2014-02-08
"South Carolina",346.14,1223,202.23,961,174.45,128,2014-02-08
"South Dakota",389.9,170,367.51,177,124.17,21,2014-02-08
"Tennessee",358.26,1647,225.92,1314,195.74,159,2014-02-08
"Texas",341.73,6311,236.21,6057,144.2,907,2014-02-08
"Utah",292.37,720,233.98,735,187.95,45,2014-02-08
"Vermont",377.22,289,321.36,242,187.64,25,2014-02-08
"Virginia",373.26,2605,287.32,2101,226.45,221,2014-02-08
"Washington",235.58,2457,191.1,2490,146.34,115,2014-02-08
"West Virginia",363.67,386,197.14,394,158.3,41,2014-02-08
"Wisconsin",357.79,1709,271.09,1466,239.71,137,2014-02-08
"Wyoming",354.03,94,379,139,161.3,11,2014-02-08
"Alabama",335.45,1592,209.87,1542,NA,195,2015-02-08
"Alaska",303.03,362,269.18,497,NA,37,2015-02-08
"Arizona",296.92,2746,208.25,2548,NA,318,2015-02-08
"Arkansas",341.44,880,209.03,873,NA,150,2015-02-08
"California",243.13,16995,188.86,19889,NA,1133,2015-02-08
"Colorado",242.67,3260,195.97,3006,NA,188,2015-02-08
"Connecticut",336.21,1883,266.97,2154,NA,131,2015-02-08
"Delaware",363.18,509,234.15,454,NA,44,2015-02-08
"District of Columbia",348.38,684,284.11,620,NA,49,2015-02-08
"Florida",300.05,9712,216.22,8611,NA,720,2015-02-08
"Georgia",322.63,4630,217.27,3652,NA,315,2015-02-08
"Hawaii",306.46,468,262.05,545,NA,31,2015-02-08
"Idaho",275.45,467,243.17,697,NA,36,2015-02-08
"Illinois",352.37,5830,282.13,5770,NA,462,2015-02-08
"Indiana",331.42,2471,216.42,2350,NA,336,2015-02-08
"Iowa",364.09,1000,289.25,1095,NA,123,2015-02-08
"Kansas",349.07,1196,259.14,1056,NA,144,2015-02-08
"Kentucky",338.33,1554,173.21,1576,NA,183,2015-02-08
"Louisiana",360.74,1587,241.22,1425,NA,332,2015-02-08
"Maine",304.96,633,234.7,689,NA,65,2015-02-08
"Montana",265.33,751,246.77,385,NA,32,2015-02-08
"Nebraska",335.03,715,243.71,765,NA,76,2015-02-08
"Nevada",265.51,1284,226.38,1490,NA,79,2015-02-08
"New Hampshire",353.02,614,288.26,683,NA,52,2015-02-08
"New Jersey",345.26,3178,285.58,4407,NA,263,2015-02-08
"New Mexico",288.2,832,219.18,687,NA,71,2015-02-08
"New York",342.93,8089,262.9,9081,NA,633,2015-02-08
"North Carolina",344.62,4275,246.06,3177,NA,330,2015-02-08
"North Dakota",384.23,217,319.28,346,NA,26,2015-02-08
"Ohio",332.43,4410,219.72,4492,NA,564,2015-02-08
"Oklahoma",352.42,1167,238.76,1115,NA,200,2015-02-08
"Oregon",205.57,2241,180.41,2109,NA,99,2015-02-08
"Maryland",362.57,2981,267.92,2585,NA,198,2015-02-08
"Massachusetts",343.95,4119,284.06,3962,NA,294,2015-02-08
"Michigan",287.6,4097,268.64,3888,NA,306,2015-02-08
"Minnesota",347.69,2467,273.68,2603,NA,134,2015-02-08
"Mississippi",334.85,643,151.57,583,NA,152,2015-02-08
"Missouri",349.16,2295,245.98,2221,NA,307,2015-02-08
"Pennsylvania",362.1,5716,269.44,5215,NA,522,2015-02-08
"Rhode Island",316.56,733,256.61,596,NA,47,2015-02-08
"South Carolina",336.5,1765,205.45,1465,NA,166,2015-02-08
"South Dakota",359.66,225,347.79,266,NA,26,2015-02-08
"Tennessee",347.59,2324,226.17,2016,NA,232,2015-02-08
"Texas",332.96,8526,232.2,8992,NA,1179,2015-02-08
"Utah",289,991,235.82,1117,NA,66,2015-02-08
"Vermont",369.26,372,305.9,387,NA,32,2015-02-08
"Virginia",364.3,3650,290.81,3248,NA,295,2015-02-08
"Washington",232.7,3449,188.78,3712,NA,162,2015-02-08
"West Virginia",357.76,571,225.94,572,NA,60,2015-02-08
"Wisconsin",348.22,2321,271.17,2347,NA,171,2015-02-08
"Wyoming",322.28,134,347.19,204,NA,13,2015-02-08
"Alabama",340.64,1154,203.57,1050,147.52,134,2014-03-08
"Alaska",285.75,282,254.03,332,388.58,26,2014-03-08
"Arizona",303.02,2103,209.63,1791,194.34,241,2014-03-08
"Arkansas",352.07,637,182.13,602,126.75,125,2014-03-08
"California",247.22,13110,192.95,14044,192.21,842,2014-03-08
"Colorado",237.89,2435,197.96,2008,226.03,146,2014-03-08
"Connecticut",346.76,1400,275.83,1473,252.31,95,2014-03-08
"Delaware",371.66,380,226.91,305,206.61,36,2014-03-08
"District of Columbia",349.26,483,292.87,393,208.53,41,2014-03-08
"Florida",305.3,7222,219.66,5873,152.92,556,2014-03-08
"Georgia",330.43,3402,214.31,2502,151.87,241,2014-03-08
"Hawaii",307.79,354,275.69,387,167.62,27,2014-03-08
"Idaho",276.01,339,256.7,495,129.39,24,2014-03-08
"Illinois",357.96,4391,287.53,3989,176.52,366,2014-03-08
"Indiana",334.67,1847,208.42,1615,168.44,262,2014-03-08
"Iowa",370.92,757,290.47,726,247.69,107,2014-03-08
"Kansas",351.82,907,262.36,714,122.52,115,2014-03-08
"Kentucky",337.98,1115,181.8,1079,124.72,143,2014-03-08
"Louisiana",372.43,1177,242.59,969,149.14,249,2014-03-08
"Maine",319.92,488,258.65,469,213.48,53,2014-03-08
"Montana",269.69,617,251.21,289,704.89,23,2014-03-08
"Nebraska",347.09,561,249.12,555,140.63,67,2014-03-08
"Nevada",268.27,968,217.33,1033,252.49,63,2014-03-08
"New Hampshire",370.32,467,289.85,489,677.38,41,2014-03-08
"New Jersey",353.34,2410,291.82,3077,231.66,208,2014-03-08
"New Mexico",290.9,615,215.43,477,69.76,43,2014-03-08
"New York",350.96,6256,267.51,6426,189.69,512,2014-03-08
"North Carolina",354.17,3072,247.44,2130,151.27,246,2014-03-08
"North Dakota",401.98,157,355.14,231,363.11,16,2014-03-08
"Ohio",336.13,3333,214.01,3143,165.82,430,2014-03-08
"Oklahoma",364.93,829,228.13,756,118.75,147,2014-03-08
"Oregon",211.67,1741,188.76,1459,171.08,69,2014-03-08
"Maryland",378.98,2163,250.86,1732,191.01,163,2014-03-08
"Massachusetts",351.56,3125,295.55,2713,217.76,235,2014-03-08
"Michigan",297.17,3267,273.55,2779,230.44,242,2014-03-08
"Minnesota",368.35,1861,277.65,1726,179.7,104,2014-03-08
"Mississippi",340.59,461,147.56,396,139.64,114,2014-03-08
"Missouri",368.06,1728,243.56,1433,149.28,219,2014-03-08
"Pennsylvania",370.02,4252,266.85,3601,190.29,397,2014-03-08
"Rhode Island",331.71,573,259.58,393,201.75,34,2014-03-08
"South Carolina",345.49,1277,202.87,1004,192.25,133,2014-03-08
"South Dakota",388.48,178,353.22,186,124.17,21,2014-03-08
"Tennessee",356.53,1711,227.01,1381,191.63,169,2014-03-08
"Texas",341.49,6552,235.28,6345,144.25,937,2014-03-08
"Utah",292.7,739,235.09,767,189.78,47,2014-03-08
"Vermont",376.96,293,320.4,258,190.36,26,2014-03-08
"Virginia",372.76,2683,288.19,2189,225.82,226,2014-03-08
"Washington",234.56,2553,191.72,2588,146.45,118,2014-03-08
"West Virginia",360.61,406,216.46,407,160.38,43,2014-03-08
"Wisconsin",356.76,1765,270.01,1529,240.15,139,2014-03-08
"Wyoming",355.18,99,374.52,145,161.3,11,2014-03-08
"Alabama",341.62,1221,204.4,1092,143.98,143,2014-04-08
"Alaska",289.76,289,256.77,346,388.58,26,2014-04-08
"Arizona",301.63,2171,208.85,1881,193.97,253,2014-04-08
"Arkansas",352.22,664,184.4,623,129.26,127,2014-04-08
"California",246.34,13495,192.79,14663,192.64,869,2014-04-08
"Colorado",237.27,2530,196.96,2104,228.95,152,2014-04-08
"Connecticut",345.83,1446,275.04,1522,250.9,98,2014-04-08
"Delaware",372.6,392,226.25,317,209.72,38,2014-04-08
"District of Columbia",347.02,498,291.1,413,214.35,44,2014-04-08
"Florida",304.72,7516,218.68,6133,152.44,579,2014-04-08
"Georgia",329.52,3541,214.65,2616,154.62,250,2014-04-08
"Hawaii",314.68,366,276.83,406,167.62,27,2014-04-08
"Idaho",274.75,351,255.61,514,140.27,26,2014-04-08
"Illinois",357.22,4543,286.61,4149,189.63,377,2014-04-08
"Indiana",335.12,1892,209.55,1686,157.92,272,2014-04-08
"Iowa",370.64,779,292.58,757,247.1,110,2014-04-08
"Kansas",350.94,942,261,744,121.33,118,2014-04-08
"Kentucky",338.94,1163,183.17,1136,126.04,147,2014-04-08
"Louisiana",370.34,1220,243.58,1008,148.01,259,2014-04-08
"Maine",318.78,506,258.83,492,216.72,56,2014-04-08
"Montana",268.72,630,250.49,303,660.67,25,2014-04-08
"Nebraska",344.69,580,250.62,567,140.02,68,2014-04-08
"Nevada",267.71,1001,227.25,1072,243.46,66,2014-04-08
"New Hampshire",360.8,479,290.91,507,677.38,41,2014-04-08
"New Jersey",352.67,2483,291.2,3206,232.13,215,2014-04-08
"New Mexico",291.36,630,201.64,502,80.21,47,2014-04-08
"New York",349.99,6423,266.61,6656,205.61,523,2014-04-08
"North Carolina",354.04,3196,245.5,2231,150.41,251,2014-04-08
"North Dakota",391.94,165,364.13,237,347.51,17,2014-04-08
"Ohio",336.15,3440,215.38,3279,164.9,440,2014-04-08
"Oklahoma",366.67,859,230.48,790,121.24,151,2014-04-08
"Oregon",210.47,1790,185.9,1519,166.42,73,2014-04-08
"Maryland",376.28,2245,250.11,1811,189.87,166,2014-04-08
"Massachusetts",350.13,3221,294.17,2816,219.35,240,2014-04-08
"Michigan",295.18,3352,273.03,2873,228.49,245,2014-04-08
"Minnesota",367.47,1937,277.45,1809,185.01,107,2014-04-08
"Mississippi",341.34,477,146.76,408,141.39,118,2014-04-08
"Missouri",368.31,1789,245.11,1524,148.95,228,2014-04-08
"Pennsylvania",368.79,4404,267.66,3733,194.58,413,2014-04-08
"Rhode Island",331.15,584,259.31,408,201.75,34,2014-04-08
"South Carolina",344.36,1320,202.49,1056,186.91,139,2014-04-08
"South Dakota",388.48,178,355.47,195,124.17,21,2014-04-08
"Tennessee",356.53,1774,225.94,1431,189.4,173,2014-04-08
"Texas",340.01,6760,234.16,6603,142.34,961,2014-04-08
"Utah",290.98,770,241.1,802,189.95,49,2014-04-08
"Vermont",376.45,303,319.68,263,190.36,26,2014-04-08
"Virginia",371.2,2771,288.37,2284,225.22,233,2014-04-08
"Washington",233.86,2634,190.88,2675,143.67,121,2014-04-08
"West Virginia",358.09,430,215.35,426,158.25,46,2014-04-08
"Wisconsin",356.02,1814,270.76,1605,242.49,140,2014-04-08
"Wyoming",354.33,104,370.55,148,161.3,11,2014-04-08
"Alabama",341.33,1269,204.79,1137,143.76,144,2014-05-08
"Alaska",288.19,300,256.42,357,373.01,28,2014-05-08
"Arizona",302.64,2234,208.21,1950,190.59,262,2014-05-08
"Arkansas",351.54,689,183.48,649,129.02,128,2014-05-08
"California",246.01,13869,192.67,15173,191.4,900,2014-05-08
"Colorado",236.79,2611,196.78,2196,233.09,155,2014-05-08
"Connecticut",345.12,1482,272.42,1569,251.03,100,2014-05-08
"Delaware",369.76,405,228.59,323,209.72,38,2014-05-08
"District of Columbia",346.8,513,292,425,209.83,47,2014-05-08
"Florida",304.07,7780,217.46,6394,152.89,595,2014-05-08
"Georgia",328.73,3643,215.01,2719,153.3,260,2014-05-08
"Hawaii",314.49,378,267.65,420,165.55,28,2014-05-08
"Idaho",276.53,359,252.73,525,139.21,27,2014-05-08
"Illinois",356.33,4666,286.27,4289,189.41,386,2014-05-08
"Indiana",334.49,1953,210.36,1753,156.68,278,2014-05-08
"Iowa",368.73,802,289.64,785,247.1,110,2014-05-08
"Kansas",350.24,965,261.54,774,118.41,121,2014-05-08
"Kentucky",339.34,1201,182.7,1179,124.69,155,2014-05-08
"Louisiana",369.4,1256,244.64,1050,145.8,266,2014-05-08
"Maine",317.31,518,257.62,514,274.25,58,2014-05-08
"Montana",268.17,640,252.4,310,645.6,26,2014-05-08
"Nebraska",344.25,596,250.98,584,136.34,70,2014-05-08
"Nevada",268.39,1032,227.71,1113,244.08,67,2014-05-08
"New Hampshire",359.39,490,291.42,524,677.38,41,2014-05-08
"New Jersey",351.45,2552,290.57,3304,224.99,221,2014-05-08
"New Mexico",290.62,644,201,520,87.84,50,2014-05-08
"New York",348.84,6583,266.49,6874,205.18,532,2014-05-08
